group_index,sub_dir_index,num_t3w_files,start_datetime,end_datetime,latitude,longitude,altitude,geoid_height,best_HDOP,mean_curve_freq,mean_curve_amp
0,0,6,202310180010000000,202310180035000000,37.787740292397665,37.64356145906433,892.8824561403509,26.900000000000002,1.04,0.35816153387398175,2.869724607657964
1,0,5,202310181700000000,202310181720000000,37.78871036842106,37.64119512280701,902.3421052631579,26.899999999999995,0.8000000000000002,1.1486212127644655,2.535310281570264
2,0,4,202310181745000000,202310181800000000,37.78786531960784,37.639079292156865,909.3964705882353,26.900000000000006,0.6899999999999997,0.37859845808828346,2.667151733317039
3,0,3,202310181820000000,202310181830000000,37.78736759365079,37.638015893650795,901.3904761904762,26.899999999999995,0.9000000000000002,0.42303727898551774,2.418583319803897
4,0,4,202310182030000000,202310182045000000,37.78670140141844,37.63615102659574,902.5997872340427,26.89999999999999,0.8900000000000001,0.36823824417247053,2.508080530858971
5,0,4,202310182115000000,202310182130000000,37.785990462962964,37.63471775925926,903.0592592592593,26.899999999999995,0.75,0.5430354580187188,2.177406194187954
6,0,1,202310182150000000,202310182150000000,37.78537608333333,37.63320623850574,905.3258620689656,26.900000000000006,0.85,0.9199775600724472,1.9813748608807489
7,0,5,202310182225000000,202310182245000000,37.786364391771855,37.63277490486209,891.0300140252454,27.0,0.9299999999999999,0.48599118164285937,2.5155404889248327
8,0,4,202310191735000000,202310191750000000,37.78682167901235,37.63400287654321,903.3740740740742,27.0,0.6900000000000001,0.45975714730947603,2.6887272397806186
9,0,5,202310192035000000,202310192055000000,37.78737658333333,37.635684624999996,914.15,27.0,0.79,0.4349392385837192,2.7536157180436174
10,0,4,202310192115000000,202310192130000000,37.787995787878785,37.637206681818185,911.5863636363637,27.0,0.7599999999999999,0.4349392385837192,2.8442363180581065
11,0,4,202310192150000000,202310192205000000,37.78857683333333,37.63852966666667,900.6500000000001,27.0,0.78,0.33882780451538586,2.843012897983628
12,0,4,202310192225000000,202310192240000000,37.78922654234769,37.64013358345716,892.2823179791976,27.0,0.9299999999999998,0.37859845808828346,2.97613151130323
13,0,4,202310201645000000,202310201700000000,37.78775756666666,37.6342261,895.24,27.0,0.9200000000000002,0.5137221466089315,2.946061290265623
14,0,4,202310201725000000,202310201740000000,37.78701708333333,37.638983999999994,900.95,26.9,0.77,0.36823824417247053,4.350344221163612
15,0,4,202310201800000000,202310201815000000,37.78787939080459,37.639198235632186,897.7586206896551,26.89999999999999,0.8200000000000001,0.4002015261562354,3.842624986305709
16,0,4,202310202040000000,202310202055000000,37.789719516407594,37.641247335348304,897.4100172711572,27.0,0.7199999999999998,1.2834431362623724,2.807717216846386
17,0,3,202310202130000000,202310202140000000,37.792972944444436,37.63938711728395,889.2407407407409,27.0,0.7199999999999999,0.4349392385837192,3.697027286836082
18,0,3,202310202205000000,202310202215000000,37.79101569607843,37.63557223529412,894.064705882353,27.0,0.79,0.528175483317941,4.748097634602525
19,0,4,202310202255000000,202310202310000000,37.78913692248063,37.630968093023256,890.7906976744184,27.0,0.8599999999999999,0.7368475365345758,5.321991056401941
20,0,3,202310202340000000,202310202350000000,37.78722976324966,37.64191127475593,895.6859832635982,26.899999999999995,0.75,0.36823824417247053,3.0850458206311995
21,1,6,202310180010000000,202310180035000000,37.78779040196078,37.643578490196084,897.8764705882352,26.9,1.05,0.35816153387398175,3.016953272197969
22,1,6,202310181650000000,202310181715000000,37.78768500183151,37.641822053113565,897.8648351648353,26.900000000000002,0.75,0.4002015261562354,4.023134770108965
23,1,4,202310181745000000,202310181800000000,37.78521145238095,37.6428526904762,901.1428571428572,26.900000000000002,0.7299999999999999,0.8233366254494406,2.7147600500348044
24,1,3,202310181820000000,202310181830000000,37.78458666666667,37.64159742105263,924.4184210526316,26.899999999999995,0.9900000000000003,0.2,2.432011272118374
25,1,4,202310182020000000,202310182035000000,37.786844714689266,37.639777209039565,910.3474576271185,26.900000000000006,1.2699999999999996,0.3892501518655177,3.322169814054229
26,1,4,202310182055000000,202310182110000000,37.786236,37.63865141666667,908.475,26.9,0.86,0.2,2.763999388799226
